"id","cell"
"ENSG00000149084","7316_1746_S"
"ENSG00000012779","7316_1746_S"
"ENSG00000134824","7316_1746_S"
"ENSG00000197375","7316_1746_S"
"ENSG00000089597","7316_1746_S"
"ENSG00000115275","7316_1746_S"
"ENSG00000118705 and ENSG00000129562 and ENSG00000134910 and ENSG00000163902 and ENSG00000244038","7316_1746_S"
"ENSG00000139133","7316_1746_S"
"ENSG00000155380","7316_1746_S"
"ENSG00000127125","7316_1746_S"
"ENSG00000163344","7316_1746_S"
"ENSG00000110921","7316_1746_S"
"ENSG00000124370","7316_1746_S"
"ENSG00000113161","7316_1746_S"
"ENSG00000124767","7316_1746_S"
"ENSG00000151093","7316_1746_S"
"ENSG00000149313","7316_1746_S"
"ENSG00000138814 and ENSG00000221823","7316_1746_S"
"ENSG00000055609 and ENSG00000272333","7316_1746_S"
"ENSG00000141736 and ENSG00000146648","7316_1746_S"
"ENSG00000072062","7316_1746_S"
"ENSG00000157326","7316_1746_S"
"ENSG00000100714","7316_1746_S"
"ENSG00000065911","7316_1746_S"
"ENSG00000136877","7316_1746_S"
"ENSG00000132196","7316_1746_S"
"ENSG00000072506 and ENSG00000084754 and ENSG00000138796","7316_1746_S"
"ENSG00000151151","7316_1746_S"
"ENSG00000100605","7316_1746_S"
"ENSG00000068383","7316_1746_S"
"ENSG00000105655","7316_1746_S"
"ENSG00000040933","7316_1746_S"
"ENSG00000145725","7316_1746_S"
"ENSG00000007168","7316_1746_S"
"ENSG00000078142","7316_1746_S"
"ENSG00000131979","7316_1746_S"
"ENSG00000119723","7316_1746_S"
"ENSG00000083807","7316_1746_S"
"ENSG00000023330","7316_1746_S"
"ENSG00000093010","7316_1746_S"
"ENSG00000072506","7316_1746_S"
"ENSG00000111716","7316_1746_S"
"ENSG00000070614","7316_1746_S"
"ENSG00000196502","7316_1746_S"
"ENSG00000117528","7316_1746_S"
"ENSG00000105953","7316_1746_S"
"ENSG00000173085","7316_1746_S"
"ENSG00000090054 and ENSG00000100596 and ENSG00000172296","7316_1746_S"
"ENSG00000167186","7316_1746_S"
"ENSG00000092621","7316_1746_S"
"ENSG00000135069","7316_1746_S"
"ENSG00000146701","7316_1746_S"
"ENSG00000001630","7316_1746_S"
"ENSG00000052802","7316_1746_S"
"ENSG00000143149","7316_1746_S"
"ENSG00000099377","7316_1746_S"
"ENSG00000125166","7316_1746_S"
"ENSG00000182199","7316_1746_S"
"ENSG00000176974","7316_1746_S"
"ENSG00000128039","7316_1746_S"
"ENSG00000150540","7316_1746_S"
"ENSG00000102172","7316_1746_S"
"ENSG00000116649","7316_1746_S"
"ENSG00000128059","7316_1746_S"
"ENSG00000178921","7316_1746_S"
"ENSG00000116096","7316_1746_S"
"ENSG00000110871","7316_1746_S"
"ENSG00000109929","7316_1746_S"
"ENSG00000023697","7316_1746_S"
"ENSG00000087085","7316_1746_S"
"ENSG00000162066","7316_1746_S"
"ENSG00000068903","7316_1746_S"
"ENSG00000117305","7316_1746_S"
"ENSG00000131473","7316_1746_S"
"ENSG00000169359","7316_1746_S"
"ENSG00000091140 and ENSG00000131828 and ENSG00000150768 and ENSG00000168291","7316_1746_S"
"ENSG00000198931","7316_1746_S"
"ENSG00000101444","7316_1746_S"
"ENSG00000067057","7316_1746_S"
"ENSG00000125454","7316_1746_S"
"ENSG00000156110","7316_1746_S"
"ENSG00000033627","7316_1746_S"
"ENSG00000121879 and ENSG00000145675","7316_1746_S"
"ENSG00000167508","7316_1746_S"
"ENSG00000159921","7316_1746_S"
"ENSG00000128050","7316_1746_S"
"ENSG00000167900","7316_1746_S"
"ENSG00000001084 and ENSG00000023909","7316_1746_S"
"ENSG00000159131","7316_1746_S"
"ENSG00000160209","7316_1746_S"
"ENSG00000135002","7316_1746_S"
"ENSG00000068120","7316_1746_S"
"ENSG00000127080","7316_1746_S"
"ENSG00000084774","7316_1746_S"
"ENSG00000114268","7316_1746_S"
"ENSG00000067177 and ENSG00000102893 and ENSG00000164776","7316_1746_S"
"ENSG00000106799 and ENSG00000163513","7316_1746_S"
"ENSG00000059573","7316_1746_S"
"ENSG00000005022","7316_1746_S"
"ENSG00000168393","7316_1746_S"
"ENSG00000173599","7316_1746_S"
"ENSG00000100075","7316_1746_S"
"ENSG00000183048","7316_1746_S"
"ENSG00000103064","7316_1746_S"
"ENSG00000196517","7316_1746_S"
"ENSG00000092068 and ENSG00000168003","7316_1746_S"
"ENSG00000103257","7316_1746_S"
"ENSG00000119523","7316_1746_S"
"ENSG00000117480","7316_1746_S"
"ENSG00000070669","7316_1746_S"
"ENSG00000131389","7316_1746_S"
"ENSG00000159322","7316_1746_S"
"ENSG00000033011","7316_1746_S"
"ENSG00000172508","7316_1746_S"
"ENSG00000101290","7316_1746_S"
"ENSG00000185813","7316_1746_S"
"ENSG00000101558","7316_1746_S"
"ENSG00000117592","7316_1746_S"
"ENSG00000113504","7316_1746_S"
"ENSG00000156471","7316_1746_S"
"ENSG00000113273","7316_1746_S"
"ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386","7316_1746_S"
"ENSG00000100412","7316_1746_S"
"ENSG00000062485","7316_1746_S"
"ENSG00000111726","7316_1746_S"
"ENSG00000164414","7316_1746_S"
"ENSG00000126088","7316_1746_S"
"ENSG00000130821","7316_1746_S"
"ENSG00000130876 and ENSG00000168003","7316_1746_S"
"ENSG00000151012 and ENSG00000168003","7316_1746_S"
"ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848","7316_1746_S"
"ENSG00000067225","7316_1746_S"
"ENSG00000162368","7316_1746_S"
"ENSG00000113456 and ENSG00000172613","7316_1746_S"
"ENSG00000173614","7316_1746_S"
"ENSG00000125458","7316_1746_S"
"ENSG00000100299","7316_1746_S"
"ENSG00000143774","7316_1746_S"
"ENSG00000109107","7316_1746_S"
"ENSG00000132570","7316_1746_S"
"ENSG00000176890","7316_1746_S"
"ENSG00000178700","7316_1746_S"
"ENSG00000119689","7316_1746_S"
"ENSG00000067064","7316_1746_S"
"ENSG00000152904","7316_1746_S"
"ENSG00000115350 and ENSG00000148229","7316_1746_S"
"ENSG00000120697","7316_1746_S"
"ENSG00000175283","7316_1746_S"
"ENSG00000060642","7316_1746_S"
"ENSG00000086848","7316_1746_S"
"ENSG00000182858","7316_1746_S"
"ENSG00000159063","7316_1746_S"
"ENSG00000167130","7316_1746_S"
"ENSG00000069943","7316_1746_S"
"ENSG00000000419 and ENSG00000136908 and ENSG00000179085","7316_1746_S"
"ENSG00000088035","7316_1746_S"
"ENSG00000128951","7316_1746_S"
"ENSG00000125877","7316_1746_S"
"ENSG00000087111 and ENSG00000101464 and ENSG00000124155 and ENSG00000142892 and ENSG00000197858","7316_1746_S"
"ENSG00000138363","7316_1746_S"
"ENSG00000147454","7316_1746_S"
"ENSG00000090857","7316_1746_S"
"ENSG00000173638","7316_1746_S"
"ENSG00000197894","7316_1746_S"
"ENSG00000105220","7316_1746_S"
"ENSG00000091483","7316_1746_S"
"ENSG00000071073","7316_1746_S"
"ENSG00000253710","7316_1746_S"
"ENSG00000176022","7316_1746_S"
"ENSG00000027847","7316_1746_S"
"ENSG00000111669","7316_1746_S"
"ENSG00000008513","7316_1746_S"
"ENSG00000181830","7316_1746_S"
"ENSG00000160211","7316_1746_S"
"ENSG00000117394","7316_1746_S"
"ENSG00000277161","7316_1746_S"
"ENSG00000162688","7316_1746_S"
"ENSG00000068976","7316_1746_S"
"ENSG00000148154","7316_1746_S"
"ENSG00000115652","7316_1746_S"
"ENSG00000172890","7316_1746_S"
"ENSG00000163655","7316_1746_S"
"ENSG00000115419","7316_1746_S"
"ENSG00000177542","7316_1746_S"
"ENSG00000091140 and ENSG00000105953 and ENSG00000119689","7316_1746_S"
"ENSG00000111371","7316_1746_S"
"ENSG00000144659","7316_1746_S"
"ENSG00000123453","7316_1746_S"
"ENSG00000033867","7316_1746_S"
"ENSG00000066926","7316_1746_S"
"ENSG00000108784","7316_1746_S"
"ENSG00000012232","7316_1746_S"
"ENSG00000153936","7316_1746_S"
"ENSG00000136720","7316_1746_S"
"ENSG00000151348 and ENSG00000182197","7316_1746_S"
"ENSG00000064763","7316_1746_S"
"ENSG00000134294","7316_1746_S"
"ENSG00000112972","7316_1746_S"
"ENSG00000256269","7316_1746_S"
"ENSG00000151229","7316_1746_S"
"ENSG00000198743","7316_1746_S"
"ENSG00000160285","7316_1746_S"
"ENSG00000178537","7316_1746_S"
"ENSG00000103257 and ENSG00000168003","7316_1746_S"
"ENSG00000121897","7316_1746_S"
"ENSG00000116120 and ENSG00000179115","7316_1746_S"
"ENSG00000100294","7316_1746_S"
"ENSG00000100413","7316_1746_S"
"ENSG00000178802","7316_1746_S"
"ENSG00000116984","7316_1746_S"
"ENSG00000131471","7316_1746_S"
"ENSG00000184470","7316_1746_S"
"ENSG00000101901","7316_1746_S"
"ENSG00000168282","7316_1746_S"
"ENSG00000114902 and ENSG00000118363 and ENSG00000129128 and ENSG00000140612 and ENSG00000166562","7316_1746_S"
"ENSG00000144136","7316_1746_S"
"ENSG00000172269","7316_1746_S"
"ENSG00000007541 and ENSG00000100564 and ENSG00000135845 and ENSG00000165195","7316_1746_S"
"ENSG00000111261","7316_1746_S"
"ENSG00000013375","7316_1746_S"
"ENSG00000100522","7316_1746_S"
"ENSG00000095380","7316_1746_S"
"ENSG00000105835","7316_1746_S"
"ENSG00000147813","7316_1746_S"
"ENSG00000170340","7316_1746_S"
"ENSG00000131446","7316_1746_S"
"ENSG00000134255","7316_1746_S"
"ENSG00000157593","7316_1746_S"
"ENSG00000241878","7316_1746_S"
"ENSG00000074800","7316_1746_S"
"ENSG00000171862","7316_1746_S"
"ENSG00000138621","7316_1746_S"
"ENSG00000103502","7316_1746_S"
"ENSG00000079459","7316_1746_S"
"ENSG00000163684","7316_1746_S"
"ENSG00000110958","7316_1746_S"
"ENSG00000143224","7316_1746_S"
"ENSG00000080819","7316_1746_S"
"ENSG00000114491","7316_1746_S"
"ENSG00000100092","7316_1746_S"
"ENSG00000082212","7316_1746_S"
"ENSG00000101187","7316_1746_S"
"ENSG00000006695","7316_1746_S"
"ENSG00000131828 and ENSG00000168291","7316_1746_S"
"ENSG00000123505","7316_1746_S"
"ENSG00000116237","7316_1746_S"
"ENSG00000144741","7316_1746_S"
"ENSG00000111237","7316_1746_S"
"ENSG00000011009","7316_1746_S"
"ENSG00000119537","7316_1746_S"
"ENSG00000104549","7316_1746_S"
"ENSG00000073578 and ENSG00000117118 and ENSG00000143252 and ENSG00000204370","7316_1746_S"
"ENSG00000163541 and ENSG00000172340","7316_1746_S"
"ENSG00000139531","7316_1746_S"
"ENSG00000117479","7316_1746_S"
"ENSG00000100626","7316_1746_S"
"ENSG00000167969","7316_1746_S"
"ENSG00000132423","7316_1746_S"
"ENSG00000102967","7316_1746_S"
"ENSG00000158470","7316_1746_S"
"ENSG00000015532","7316_1746_S"
"ENSG00000102100","7316_1746_S"
"ENSG00000169764","7316_1746_S"
"ENSG00000117308","7316_1746_S"
"ENSG00000109814","7316_1746_S"
"ENSG00000116704","7316_1746_S"
"ENSG00000117143","7316_1746_S"
"ENSG00000130958","7316_1746_S"
"ENSG00000171302","7316_1746_S"
"ENSG00000188690","7316_1746_S"
"ENSG00000030066 and ENSG00000069248 and ENSG00000075188 and ENSG00000110713 and ENSG00000111581 and ENSG00000120253 and ENSG00000125450","7316_1746_S"
"ENSG00000106348","7316_1746_S"
"ENSG00000170385","7316_1746_S"
"ENSG00000161533","7316_1746_S"
"ENSG00000067840","7316_1746_S"
"ENSG00000177646","7316_1746_S"
"ENSG00000146066","7316_1746_S"
"ENSG00000104723 and ENSG00000118705 and ENSG00000129562 and ENSG00000163527 and ENSG00000163902 and ENSG00000244038","7316_1746_S"
"ENSG00000175548","7316_1746_S"
"ENSG00000108932","7316_1746_S"
"ENSG00000105568 and ENSG00000113575","7316_1746_S"
"ENSG00000060656","7316_1746_S"
"ENSG00000055609 and ENSG00000167548","7316_1746_S"
"ENSG00000126934 and ENSG00000169032","7316_1746_S"
"ENSG00000005882","7316_1746_S"
"ENSG00000111640","7316_1746_S"
"ENSG00000149809","7316_1746_S"
"ENSG00000132376","7316_1746_S"
"ENSG00000143398","7316_1746_S"
"ENSG00000143393","7316_1746_S"
"ENSG00000111684","7316_1746_S"
"ENSG00000141526","7316_1746_S"
"ENSG00000151116","7316_1746_S"
"ENSG00000066322","7316_1746_S"
"ENSG00000102144","7316_1746_S"
"ENSG00000163738","7316_1746_S"
"ENSG00000187134","7316_1746_S"
"ENSG00000130313","7316_1746_S"
"ENSG00000164039","7316_1746_S"
"ENSG00000141504","7316_1746_S"
"ENSG00000157184","7316_1746_S"
"ENSG00000164638","7316_1746_S"
"ENSG00000162813","7316_1746_S"
"ENSG00000141959","7316_1746_S"
"ENSG00000143179","7316_1746_S"
"ENSG00000047249","7316_1746_S"
"ENSG00000278540","7316_1746_S"
"ENSG00000051382","7316_1746_S"
"ENSG00000110721","7316_1746_S"
"ENSG00000103024","7316_1746_S"
"ENSG00000156515","7316_1746_S"
"ENSG00000171793","7316_1746_S"
"ENSG00000101306","7316_1746_S"
"ENSG00000206527","7316_1746_S"
"ENSG00000104365 and ENSG00000213341","7316_1746_S"
"ENSG00000130304","7316_1746_S"
"ENSG00000105281","7316_1746_S"
"ENSG00000130876","7316_1746_S"
"ENSG00000116353","7316_1746_S"
"ENSG00000161217","7316_1746_S"
"ENSG00000008300","7316_1746_S"
"ENSG00000100997","7316_1746_S"
"ENSG00000141279","7316_1746_S"
"ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848","7316_1746_S"
"ENSG00000239672","7316_1746_S"
"ENSG00000179163","7316_1746_S"
"ENSG00000174669","7316_1746_S"
"ENSG00000166228","7316_1746_S"
"ENSG00000228716","7316_1746_S"
"ENSG00000160752","7316_1746_S"
"ENSG00000062822 and ENSG00000077514 and ENSG00000106628 and ENSG00000175482","7316_1746_S"
"ENSG00000165282","7316_1746_S"
"ENSG00000155287","7316_1746_S"
"ENSG00000164068","7316_1746_S"
"ENSG00000173540","7316_1746_S"
"ENSG00000198380","7316_1746_S"
"ENSG00000117450","7316_1746_S"
"ENSG00000188687","7316_1746_S"
"ENSG00000162694","7316_1746_S"
"ENSG00000197601","7316_1746_S"
"ENSG00000139514","7316_1746_S"
"ENSG00000136381","7316_1746_S"
"ENSG00000117411","7316_1746_S"
"ENSG00000143811","7316_1746_S"
"ENSG00000197119","7316_1746_S"
"ENSG00000176393","7316_1746_S"
"ENSG00000134333","7316_1746_S"
"ENSG00000172339","7316_1746_S"
"ENSG00000174684","7316_1746_S"
"ENSG00000138018","7316_1746_S"
"ENSG00000244486","7316_1746_S"
"ENSG00000148334","7316_1746_S"
"ENSG00000147224","7316_1746_S"
"ENSG00000121851 and ENSG00000090060","7316_1746_S"
"ENSG00000054267","7316_1746_S"
"ENSG00000136143 and ENSG00000163541","7316_1746_S"
"ENSG00000197355","7316_1746_S"
"ENSG00000285269","7316_1746_S"
"ENSG00000093000","7316_1746_S"
"ENSG00000178035","7316_1746_S"
"ENSG00000123983","7316_1746_S"
"ENSG00000104695 and ENSG00000105568 and ENSG00000221914","7316_1746_S"
"ENSG00000005483","7316_1746_S"
"ENSG00000084754","7316_1746_S"
"ENSG00000084207","7316_1746_S"
"ENSG00000141506","7316_1746_S"
"ENSG00000155252","7316_1746_S"
"ENSG00000178773","7316_1746_S"
"ENSG00000131480","7316_1746_S"
"ENSG00000149541","7316_1746_S"
"ENSG00000118402","7316_1746_S"
"ENSG00000164294","7316_1746_S"
"ENSG00000143418","7316_1746_S"
"ENSG00000168710","7316_1746_S"
"ENSG00000071553","7316_1746_S"
"ENSG00000159399","7316_1746_S"
"ENSG00000198814","7316_1746_S"
"ENSG00000124006","7316_1746_S"
"ENSG00000077044","7316_1746_S"
"ENSG00000143933","7316_1746_S"
"ENSG00000143554","7316_1746_S"
"ENSG00000166411","7316_1746_S"
"ENSG00000168003","7316_1746_S"
"ENSG00000131238","7316_1746_S"
"ENSG00000136699","7316_1746_S"
"ENSG00000115884","7316_1746_S"
"ENSG00000243678","7316_1746_S"
"ENSG00000149925","7316_1746_S"
"ENSG00000014138 and ENSG00000101868","7316_1746_S"
"ENSG00000165060","7316_1746_S"
"ENSG00000163931","7316_1746_S"
"ENSG00000198431","7316_1746_S"
"ENSG00000105254","7316_1746_S"
"ENSG00000117682","7316_1746_S"
"ENSG00000168906","7316_1746_S"
"ENSG00000139631","7316_1746_S"
"ENSG00000143252","7316_1746_S"
"ENSG00000122643","7316_1746_S"
"ENSG00000095319","7316_1746_S"
"ENSG00000177465","7316_1746_S"
"ENSG00000131067","7316_1746_S"
"ENSG00000198162","7316_1746_S"
"ENSG00000011485","7316_1746_S"
"ENSG00000099381","7316_1746_S"
"ENSG00000156219","7316_1746_S"
"ENSG00000186281","7316_1746_S"
"ENSG00000241973","7316_1746_S"
"ENSG00000226784","7316_1746_S"
"ENSG00000167468","7316_1746_S"
"ENSG00000096717","7316_1746_S"
"ENSG00000072310","7316_1746_S"
"ENSG00000105851","7316_1746_S"
"ENSG00000070770 and ENSG00000101266","7316_1746_S"
"ENSG00000014138 and ENSG00000062822 and ENSG00000077514 and ENSG00000100479 and ENSG00000101868 and ENSG00000106628 and ENSG00000115350 and ENSG00000148229 and ENSG00000175482 and ENSG00000177084","7316_1746_S"
"ENSG00000126432","7316_1746_S"
"ENSG00000158850","7316_1746_S"
"ENSG00000167123","7316_1746_S"
"ENSG00000121039","7316_1746_S"
"ENSG00000120942","7316_1746_S"
"ENSG00000102900","7316_1746_S"
"ENSG00000184227","7316_1746_S"
"ENSG00000172531","7316_1746_S"
"ENSG00000176153","7316_1746_S"
"ENSG00000124523","7316_1746_S"
"ENSG00000132964 and ENSG00000155111","7316_1746_S"
"ENSG00000009413","7316_1746_S"
"ENSG00000183665","7316_1746_S"
"ENSG00000108559","7316_1746_S"
"ENSG00000168679","7316_1746_S"
"ENSG00000060069","7316_1746_S"
"ENSG00000104885","7316_1746_S"
"ENSG00000123739","7316_1746_S"
"ENSG00000186298","7316_1746_S"
"ENSG00000111077","7316_1746_S"
"ENSG00000124596","7316_1746_S"
"ENSG00000099904","7316_1746_S"
"ENSG00000117410","7316_1746_S"
"ENSG00000132155 and ENSG00000157764","7316_1746_S"
"ENSG00000172113","7316_1746_S"
"ENSG00000123684","7316_1746_S"
"ENSG00000141012","7316_1746_S"
"ENSG00000051341","7316_1746_S"
"ENSG00000165672","7316_1746_S"
"ENSG00000168000","7316_1746_S"
"ENSG00000162496","7316_1746_S"
"ENSG00000141698","7316_1746_S"
"ENSG00000113569","7316_1746_S"
"ENSG00000170190","7316_1746_S"
"ENSG00000076201","7316_1746_S"
"ENSG00000109685","7316_1746_S"
"ENSG00000106462","7316_1746_S"
"ENSG00000213639","7316_1746_S"
"ENSG00000127884","7316_1746_S"
"ENSG00000159593","7316_1746_S"
"ENSG00000168671","7316_1746_S"
"ENSG00000164889","7316_1746_S"
"ENSG00000181045","7316_1746_S"
"ENSG00000120992","7316_1746_S"
"ENSG00000124789","7316_1746_S"
"ENSG00000110066","7316_1746_S"
"ENSG00000112367","7316_1746_S"
"ENSG00000133315","7316_1746_S"
"ENSG00000102030","7316_1746_S"
"ENSG00000108468","7316_1746_S"
"ENSG00000159720","7316_1746_S"
"ENSG00000171608","7316_1746_S"
"ENSG00000221988","7316_1746_S"
"ENSG00000138031","7316_1746_S"
"ENSG00000167815","7316_1746_S"
"ENSG00000126883","7316_1746_S"
"ENSG00000185825","7316_1746_S"
"ENSG00000116539","7316_1746_S"
"ENSG00000159692","7316_1746_S"
"ENSG00000102312","7316_1746_S"
"ENSG00000185344","7316_1746_S"
"ENSG00000111445","7316_1746_S"
"ENSG00000135241","7316_1746_S"
"ENSG00000081721","7316_1746_S"
"ENSG00000118058","7316_1746_S"
"ENSG00000133835","7316_1746_S"
"ENSG00000134202","7316_1746_S"
"ENSG00000185883","7316_1746_S"
"ENSG00000166747","7316_1746_S"
"ENSG00000146648","7316_1746_S"
"ENSG00000126821","7316_1746_S"
"ENSG00000143387","7316_1746_S"
"ENSG00000138750","7316_1746_S"
"ENSG00000196950","7316_1746_S"
"ENSG00000084112","7316_1746_S"
"ENSG00000136169","7316_1746_S"
"ENSG00000137770","7316_1746_S"
"ENSG00000167733","7316_1746_S"
"ENSG00000157045","7316_1746_S"
"ENSG00000159899","7316_1746_S"
"ENSG00000139496","7316_1746_S"
"ENSG00000139718","7316_1746_S"
"ENSG00000034152","7316_1746_S"
"ENSG00000106636","7316_1746_S"
"ENSG00000143379","7316_1746_S"
"ENSG00000139505","7316_1746_S"
"ENSG00000187531","7316_1746_S"
"ENSG00000132382","7316_1746_S"
"ENSG00000153201","7316_1746_S"
"ENSG00000168765","7316_1746_S"
"ENSG00000176387","7316_1746_S"
"ENSG00000110583","7316_1746_S"
"ENSG00000171320","7316_1746_S"
"ENSG00000140521","7316_1746_S"
"ENSG00000155561","7316_1746_S"
"ENSG00000174080","7316_1746_S"
"ENSG00000163002","7316_1746_S"
"ENSG00000121579","7316_1746_S"
"ENSG00000134910","7316_1746_S"
"ENSG00000108861","7316_1746_S"
"ENSG00000101224","7316_1746_S"
"ENSG00000165671","7316_1746_S"
"ENSG00000167107","7316_1746_S"
"ENSG00000256525","7316_1746_S"
"ENSG00000213024","7316_1746_S"
"ENSG00000110536","7316_1746_S"
"ENSG00000065361","7316_1746_S"
"ENSG00000181090","7316_1746_S"
"ENSG00000213366","7316_1746_S"
"ENSG00000181555","7316_1746_S"
"ENSG00000165688","7316_1746_S"
"ENSG00000147162","7316_1746_S"
"ENSG00000112679","7316_1746_S"
"ENSG00000183955","7316_1746_S"
"ENSG00000066468","7316_1746_S"
"ENSG00000135372","7316_1746_S"
"ENSG00000115241","7316_1746_S"
"ENSG00000119414","7316_1746_S"
"ENSG00000204371","7316_1746_S"
"ENSG00000038382","7316_1746_S"
"ENSG00000211456","7316_1746_S"
"ENSG00000120129","7316_1746_S"
"ENSG00000112245","7316_1746_S"
"ENSG00000076984","7316_1746_S"
"ENSG00000144182","7316_1746_S"
"ENSG00000077782","7316_1746_S"
"ENSG00000122484","7316_1746_S"
"ENSG00000058729","7316_1746_S"
"ENSG00000163527","7316_1746_S"
"ENSG00000092445","7316_1746_S"
"ENSG00000156599","7316_1746_S"
"ENSG00000096968","7316_1746_S"
"ENSG00000060237","7316_1746_S"
"ENSG00000097007","7316_1746_S"
"ENSG00000101213","7316_1746_S"
"ENSG00000065243","7316_1746_S"
"ENSG00000103653","7316_1746_S"
"ENSG00000065883","7316_1746_S"
"ENSG00000067900","7316_1746_S"
"ENSG00000141298","7316_1746_S"
"ENSG00000173418","7316_1746_S"
"ENSG00000105976","7316_1746_S"
"ENSG00000174165","7316_1746_S"
"ENSG00000069956","7316_1746_S"
"ENSG00000144579","7316_1746_S"
"ENSG00000149923","7316_1746_S"
"ENSG00000177108","7316_1746_S"
"ENSG00000112742","7316_1746_S"
"ENSG00000180776","7316_1746_S"
"ENSG00000113721","7316_1746_S"
"ENSG00000072518","7316_1746_S"
"ENSG00000160075","7316_1746_S"
"ENSG00000204160","7316_1746_S"
"ENSG00000134853","7316_1746_S"
"ENSG00000170836","7316_1746_S"
"ENSG00000140443","7316_1746_S"
"ENSG00000175215","7316_1746_S"
"ENSG00000086015","7316_1746_S"
"ENSG00000184203","7316_1746_S"
"ENSG00000184545","7316_1746_S"
"ENSG00000164045","7316_1746_S"
"ENSG00000087586","7316_1746_S"
"ENSG00000089022","7316_1746_S"
"ENSG00000096063","7316_1746_S"
"ENSG00000179295","7316_1746_S"
"ENSG00000157404","7316_1746_S"
"ENSG00000097046","7316_1746_S"
"ENSG00000184007","7316_1746_S"
"ENSG00000157540","7316_1746_S"
"ENSG00000162434","7316_1746_S"
"ENSG00000100030","7316_1746_S"
"ENSG00000100749","7316_1746_S"
"ENSG00000196396","7316_1746_S"
"ENSG00000101266","7316_1746_S"
"ENSG00000167601","7316_1746_S"
"ENSG00000169398","7316_1746_S"
"ENSG00000104375","7316_1746_S"
